嵘基直播[优选],#genre#
CHC影迷电影,https://migu.188766.xyz/?migutoken=52c85e7cfa6e76c40bc2dfb1fc47a936&id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1&type=yy



咪咕央卫[V4],#genre#

CCTV1,http://go.bkpcp.top/mg/cctv1 
CCTV2,http://go.bkpcp.top/mg/cctv2 
CCTV3,http://go.bkpcp.top/mg/cctv3 
CCTV4,http://go.bkpcp.top/mg/cctv4 
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p 
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7 
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10 
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12 
CCTV13,http://go.bkpcp.top/mg/cctv13 
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17

cct4欧洲,http://go.bkpcp.top/mg/cctv4o
cct4美洲,http://go.bkpcp.top/mg/cctv4m
CGTN-西,http://go.bkpcp.top/mg/cgtne 
CGTN-阿,http://go.bkpcp.top/mg/cgtna 
CGTN-法,http://go.bkpcp.top/mg/cgtnf

北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws 
江苏卫视,http://go.bkpcp.top/mg/jsws 
湖南卫视,http://go.bkpcp.top/mg/hunws 
广东卫视,http://go.bkpcp.top/mg/gdws 
深圳卫视4k,http://go.bkpcp.top/mg/szws 
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws 
湖北卫视,http://go.bkpcp.top/mg/hubws 
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws 
兵团卫视,http://go.bkpcp.top/mg/btws 
黑龙江视,http://go.bkpcp.top/mg/hljws 

本源不支持嵘基影音,https://lz.qaiu.top/parser?url=https://share.feijipan.com/s/AhXM2gNZ&pwd=1109
嵘基直播软件专用源,https://lz.qaiu.top/parser?url=https://share.feijipan.com/s/8kXYoxM9&pwd=1109


咕咪卫央[V4],#genre#


北京卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
浙江卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
江苏卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
湖南卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
广东卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
深圳卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
天津卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws

CCTV-01高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV-02高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV-03高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV-04高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV-05高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV-5+高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV-06高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV-07高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV-08高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV-09高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV-10高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV-11高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV-12高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV-13高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV-14高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV-15高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV-16高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV-17高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17

本源不支持嵘基影音,https://lz.qaiu.top/parser?url=https://share.feijipan.com/s/AhXM2gNZ&pwd=1109
嵘基直播软件专用源,https://lz.qaiu.top/parser?url=https://share.feijipan.com/s/8kXYoxM9&pwd=1109



咕咪央卫[V4],#genre#


CCTV-01高码,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV-02高码,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV-03高码,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV-04高码,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV-05高码,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV-5+高码,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV-06高码,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV-07高码,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV-08高码,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV-09高码,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV-10高码,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV-11高码,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV-12高码,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV-13高码,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV-14高码,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV-15高码,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV-16高码,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV-17高码,http://t.061899.xyz/tl/tl.php?id=cctv17

北京卫视高码,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视高码,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视高码,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视高码,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视高码,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视高码,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视高码,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视高码,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视高码,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视高码,http://t.061899.xyz/tl/tl.php?id=sdws
辽宁卫视高码,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视高码,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视高码,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视高码,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视高码,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视高码,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视高码,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视高码,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视高码,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视高码,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视高码,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视高码,http://t.061899.xyz/tl/tl.php?id=qhws
吉林卫视高码,http://t.061899.xyz/tl/tl.php?id=jlws
兵团卫视高码,http://t.061899.xyz/tl/tl.php?id=btws
西藏卫视高码,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视高码,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视高码,http://t.061899.xyz/tl/tl.php?id=hljws

本源不支持嵘基影音,https://lz.qaiu.top/parser?url=https://share.feijipan.com/s/AhXM2gNZ&pwd=1109
嵘基直播软件专用源,https://lz.qaiu.top/parser?url=https://share.feijipan.com/s/8kXYoxM9&pwd=1109



咪咕卫央[V4],#genre#


北京卫视高码,http://k.061899.xyz/m.php?id=bjws
东方卫视高码,http://k.061899.xyz/m.php?id=dfws
浙江卫视高码,http://k.061899.xyz/m.php?id=zjws
江苏卫视高码,http://k.061899.xyz/m.php?id=jsws
湖南卫视高码,http://k.061899.xyz/m.php?id=hunws
广东卫视高码,http://k.061899.xyz/m.php?id=gdws
深圳卫视高码,http://k.061899.xyz/m.php?id=szws
天津卫视高码,http://k.061899.xyz/m.php?id=tjws
安徽卫视高码,http://k.061899.xyz/m.php?id=ahws
山东卫视高码,http://k.061899.xyz/m.php?id=sdws
辽宁卫视高码,http://k.061899.xyz/m.php?id=lnws
河北卫视高码,http://k.061899.xyz/m.php?id=hbws
河南卫视高码,http://k.061899.xyz/m.php?id=hnws
江西卫视高码,http://k.061899.xyz/m.php?id=jxws
四川卫视高码,http://k.061899.xyz/m.php?id=scws
重庆卫视高码,http://k.061899.xyz/m.php?id=cqws
贵州卫视高码,http://k.061899.xyz/m.php?id=gzws
湖北卫视高码,http://k.061899.xyz/m.php?id=hubws
广西卫视高码,http://k.061899.xyz/m.php?id=gxws
东南卫视高码,http://k.061899.xyz/m.php?id=dnws
海南卫视高码,http://k.061899.xyz/m.php?id=hinws
青海卫视高码,http://k.061899.xyz/m.php?id=qhws
吉林卫视高码,http://k.061899.xyz/m.php?id=jlws
兵团卫视高码,http://k.061899.xyz/m.php?id=btws
西藏卫视高码,http://k.061899.xyz/m.php?id=xzws
内蒙古视高码,http://k.061899.xyz/m.php?id=nmgws
黑龙江视高码,http://k.061899.xyz/m.php?id=hljws

CCTV-01高码,http://k.061899.xyz/m.php?id=cctv1
CCTV-02高码,http://k.061899.xyz/m.php?id=cctv2
CCTV-03高码,http://k.061899.xyz/m.php?id=cctv3
CCTV-04高码,http://k.061899.xyz/m.php?id=cctv4
CCTV-05高码,http://k.061899.xyz/m.php?id=cctv5
CCTV-5+高码,http://k.061899.xyz/m.php?id=cctv5p
CCTV-06高码,http://k.061899.xyz/m.php?id=cctv6
CCTV-07高码,http://k.061899.xyz/m.php?id=cctv7
CCTV-08高码,http://k.061899.xyz/m.php?id=cctv8
CCTV-09高码,http://k.061899.xyz/m.php?id=cctv9
CCTV-10高码,http://k.061899.xyz/m.php?id=cctv10
CCTV-11高码,http://k.061899.xyz/m.php?id=cctv11
CCTV-12高码,http://k.061899.xyz/m.php?id=cctv12
CCTV-13高码,http://k.061899.xyz/m.php?id=cctv13
CCTV-14高码,http://k.061899.xyz/m.php?id=cctv14
CCTV-15高码,http://k.061899.xyz/m.php?id=cctv15
CCTV-16高码,http://k.061899.xyz/m.php?id=cctv16
CCTV-17高码,http://k.061899.xyz/m.php?id=cctv17

本源不支持嵘基影音,https://lz.qaiu.top/parser?url=https://share.feijipan.com/s/AhXM2gNZ&pwd=1109
嵘基直播软件专用源,https://lz.qaiu.top/parser?url=https://share.feijipan.com/s/8kXYoxM9&pwd=1109



历届春晚[V4],#genre#

春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2024,https://ikcdn01.ikzybf.com/20240205/QBNgom4j/2000kb/hls/index.m3u8
春晚2025,https://svip.high24-playback.com/20250129/17159_7bca93c4/2000k/hls/mixed.m3u8
